state,year,effective_min_wage
AK,1968,2.1
AK,1969,2.1
AK,1970,2.1
AK,1971,2.1
AK,1972,2.1
AK,1973,2.1
AK,1974,2.1
AK,1975,2.1
AK,1976,2.8
AK,1977,2.8
AK,1978,2.8
AK,1979,3.4
AK,1980,3.6
AK,1981,3.85
AK,1982,3.85
AK,1983,3.85
AK,1984,3.85
AK,1985,3.85
AK,1986,3.85
AK,1987,3.85
AK,1988,3.85
AK,1989,3.85
AK,1990,3.85
AK,1991,4.3
AK,1992,4.75
AK,1993,4.75
AK,1994,4.75
AK,1995,4.75
AK,1996,4.75
AK,1997,5.25
AK,1998,5.65
AK,1999,5.65
AK,2000,5.65
AK,2001,5.65
AK,2002,5.65
AK,2003,7.15
AK,2004,7.15
AK,2005,7.15
AK,2006,7.15
AK,2007,7.15
AK,2008,7.15
AK,2009,7.25
AK,2010,7.75
AK,2011,7.75
AK,2012,7.75
AK,2013,7.75
AK,2014,7.75
AK,2015,8.75
AK,2016,9.75
AK,2017,9.8
AK,2018,9.84
AK,2019,9.89
AK,2020,10.19
AK,2021,10.34
AK,2022,10.34
AK,2023,10.85
AK,2024,11.73
AK,2025,11.91
AK,2026,14.0
AL,1968,1.6
AL,1969,1.6
AL,1970,1.6
AL,1971,1.6
AL,1972,1.6
AL,1973,1.6
AL,1974,2.0
AL,1975,2.1
AL,1976,2.3
AL,1977,2.3
AL,1978,2.65
AL,1979,2.9
AL,1980,3.1
AL,1981,3.35
AL,1982,3.35
AL,1983,3.35
AL,1984,3.35
AL,1985,3.35
AL,1986,3.35
AL,1987,3.35
AL,1988,3.35
AL,1989,3.35
AL,1990,3.8
AL,1991,4.25
AL,1992,4.25
AL,1993,4.25
AL,1994,4.25
AL,1995,4.25
AL,1996,4.75
AL,1997,5.15
AL,1998,5.15
AL,1999,5.15
AL,2000,5.15
AL,2001,5.15
AL,2002,5.15
AL,2003,5.15
AL,2004,5.15
AL,2005,5.15
AL,2006,5.15
AL,2007,5.85
AL,2008,6.55
AL,2009,7.25
AL,2010,7.25
AL,2011,7.25
AL,2012,7.25
AL,2013,7.25
AL,2014,7.25
AL,2015,7.25
AL,2016,7.25
AL,2017,7.25
AL,2018,7.25
AL,2019,7.25
AL,2020,7.25
AL,2021,7.25
AL,2022,7.25
AL,2023,7.25
AL,2024,7.25
AL,2025,7.25
AL,2026,7.25
AR,1968,1.6
AR,1969,1.6
AR,1970,1.6
AR,1971,1.6
AR,1972,1.6
AR,1973,1.6
AR,1974,2.0
AR,1975,2.1
AR,1976,2.3
AR,1977,2.3
AR,1978,2.65
AR,1979,2.9
AR,1980,3.1
AR,1981,3.35
AR,1982,3.35
AR,1983,3.35
AR,1984,3.35
AR,1985,3.35
AR,1986,3.35
AR,1987,3.35
AR,1988,3.35
AR,1989,3.35
AR,1990,3.8
AR,1991,4.25
AR,1992,4.25
AR,1993,4.25
AR,1994,4.25
AR,1995,4.25
AR,1996,4.75
AR,1997,5.15
AR,1998,5.15
AR,1999,5.15
AR,2000,5.15
AR,2001,5.15
AR,2002,5.15
AR,2003,5.15
AR,2004,5.15
AR,2005,5.15
AR,2006,5.15
AR,2007,6.25
AR,2008,6.55
AR,2009,7.25
AR,2010,7.25
AR,2011,7.25
AR,2012,7.25
AR,2013,7.25
AR,2014,7.25
AR,2015,7.5
AR,2016,8.0
AR,2017,8.5
AR,2018,8.5
AR,2019,9.25
AR,2020,10.0
AR,2021,11.0
AR,2022,11.0
AR,2023,11.0
AR,2024,11.0
AR,2025,11.0
AR,2026,11.0
AZ,1968,1.6
AZ,1969,1.6
AZ,1970,1.6
AZ,1971,1.6
AZ,1972,1.6
AZ,1973,1.6
AZ,1974,2.0
AZ,1975,2.1
AZ,1976,2.3
AZ,1977,2.3
AZ,1978,2.65
AZ,1979,2.9
AZ,1980,3.1
AZ,1981,3.35
AZ,1982,3.35
AZ,1983,3.35
AZ,1984,3.35
AZ,1985,3.35
AZ,1986,3.35
AZ,1987,3.35
AZ,1988,3.35
AZ,1989,3.35
AZ,1990,3.8
AZ,1991,4.25
AZ,1992,4.25
AZ,1993,4.25
AZ,1994,4.25
AZ,1995,4.25
AZ,1996,4.75
AZ,1997,5.15
AZ,1998,5.15
AZ,1999,5.15
AZ,2000,5.15
AZ,2001,5.15
AZ,2002,5.15
AZ,2003,5.15
AZ,2004,5.15
AZ,2005,5.15
AZ,2006,5.15
AZ,2007,6.75
AZ,2008,6.9
AZ,2009,7.25
AZ,2010,7.25
AZ,2011,7.35
AZ,2012,7.65
AZ,2013,7.8
AZ,2014,7.9
AZ,2015,8.05
AZ,2016,8.05
AZ,2017,10.0
AZ,2018,10.5
AZ,2019,11.0
AZ,2020,12.0
AZ,2021,12.15
AZ,2022,12.8
AZ,2023,13.85
AZ,2024,14.35
AZ,2025,14.7
AZ,2026,15.15
CA,1968,1.65
CA,1969,1.65
CA,1970,1.65
CA,1971,1.65
CA,1972,1.65
CA,1973,1.65
CA,1974,2.0
CA,1975,2.1
CA,1976,2.3
CA,1977,2.3
CA,1978,2.65
CA,1979,2.9
CA,1980,3.1
CA,1981,3.35
CA,1982,3.35
CA,1983,3.35
CA,1984,3.35
CA,1985,3.35
CA,1986,3.35
CA,1987,3.35
CA,1988,3.35
CA,1989,3.35
CA,1990,3.8
CA,1991,4.25
CA,1992,4.25
CA,1993,4.25
CA,1994,4.25
CA,1995,4.25
CA,1996,4.75
CA,1997,5.15
CA,1998,5.15
CA,1999,5.15
CA,2000,5.75
CA,2001,6.25
CA,2002,6.75
CA,2003,6.75
CA,2004,6.75
CA,2005,6.75
CA,2006,6.75
CA,2007,7.5
CA,2008,8.0
CA,2009,8.0
CA,2010,8.0
CA,2011,8.0
CA,2012,8.0
CA,2013,8.0
CA,2014,9.0
CA,2015,9.0
CA,2016,10.0
CA,2017,10.5
CA,2018,11.0
CA,2019,12.0
CA,2020,12.0
CA,2021,13.0
CA,2022,14.0
CA,2023,15.5
CA,2024,16.0
CA,2025,16.5
CA,2026,16.9
CO,1968,1.6
CO,1969,1.6
CO,1970,1.6
CO,1971,1.6
CO,1972,1.6
CO,1973,1.6
CO,1974,2.0
CO,1975,2.1
CO,1976,2.3
CO,1977,2.3
CO,1978,2.65
CO,1979,2.9
CO,1980,3.1
CO,1981,3.35
CO,1982,3.35
CO,1983,3.35
CO,1984,3.35
CO,1985,3.35
CO,1986,3.35
CO,1987,3.35
CO,1988,3.35
CO,1989,3.35
CO,1990,3.8
CO,1991,4.25
CO,1992,4.25
CO,1993,4.25
CO,1994,4.25
CO,1995,4.25
CO,1996,4.75
CO,1997,5.15
CO,1998,5.15
CO,1999,5.15
CO,2000,5.15
CO,2001,5.15
CO,2002,5.15
CO,2003,5.15
CO,2004,5.15
CO,2005,5.15
CO,2006,5.15
CO,2007,6.85
CO,2008,7.02
CO,2009,7.28
CO,2010,7.25
CO,2011,7.36
CO,2012,7.64
CO,2013,7.78
CO,2014,8.0
CO,2015,8.23
CO,2016,8.31
CO,2017,9.3
CO,2018,10.2
CO,2019,11.1
CO,2020,12.0
CO,2021,12.32
CO,2022,12.56
CO,2023,13.65
CO,2024,14.42
CO,2025,14.81
CO,2026,15.16
CT,1968,1.6
CT,1969,1.6
CT,1970,1.6
CT,1971,1.6
CT,1972,1.85
CT,1973,1.85
CT,1974,2.0
CT,1975,2.1
CT,1976,2.31
CT,1977,2.31
CT,1978,2.65
CT,1979,2.91
CT,1980,3.12
CT,1981,3.37
CT,1982,3.37
CT,1983,3.37
CT,1984,3.37
CT,1985,3.37
CT,1986,3.37
CT,1987,3.37
CT,1988,3.75
CT,1989,3.75
CT,1990,3.8
CT,1991,4.25
CT,1992,4.27
CT,1993,4.27
CT,1994,4.27
CT,1995,4.27
CT,1996,4.75
CT,1997,5.15
CT,1998,5.18
CT,1999,5.18
CT,2000,6.15
CT,2001,6.4
CT,2002,6.7
CT,2003,6.9
CT,2004,7.1
CT,2005,7.1
CT,2006,7.4
CT,2007,7.65
CT,2008,7.65
CT,2009,8.0
CT,2010,8.25
CT,2011,8.25
CT,2012,8.25
CT,2013,8.25
CT,2014,8.7
CT,2015,9.15
CT,2016,9.6
CT,2017,10.1
CT,2018,10.1
CT,2019,11.0
CT,2020,12.0
CT,2021,13.0
CT,2022,14.0
CT,2023,14.0
CT,2024,15.69
CT,2025,16.35
CT,2026,16.94
DE,1968,1.6
DE,1969,1.6
DE,1970,1.6
DE,1971,1.6
DE,1972,1.6
DE,1973,1.6
DE,1974,2.0
DE,1975,2.1
DE,1976,2.3
DE,1977,2.3
DE,1978,2.65
DE,1979,2.9
DE,1980,3.1
DE,1981,3.35
DE,1982,3.35
DE,1983,3.35
DE,1984,3.35
DE,1985,3.35
DE,1986,3.35
DE,1987,3.35
DE,1988,3.35
DE,1989,3.35
DE,1990,3.8
DE,1991,4.25
DE,1992,4.25
DE,1993,4.25
DE,1994,4.25
DE,1995,4.25
DE,1996,4.75
DE,1997,5.15
DE,1998,5.15
DE,1999,5.15
DE,2000,5.65
DE,2001,6.15
DE,2002,6.15
DE,2003,6.15
DE,2004,6.15
DE,2005,6.15
DE,2006,6.15
DE,2007,6.65
DE,2008,7.15
DE,2009,7.25
DE,2010,7.25
DE,2011,7.25
DE,2012,7.25
DE,2013,7.25
DE,2014,7.75
DE,2015,8.25
DE,2016,8.25
DE,2017,8.25
DE,2018,8.25
DE,2019,9.25
DE,2020,9.25
DE,2021,9.25
DE,2022,10.5
DE,2023,11.75
DE,2024,13.25
DE,2025,15.0
DE,2026,15.0
FL,1968,1.6
FL,1969,1.6
FL,1970,1.6
FL,1971,1.6
FL,1972,1.6
FL,1973,1.6
FL,1974,2.0
FL,1975,2.1
FL,1976,2.3
FL,1977,2.3
FL,1978,2.65
FL,1979,2.9
FL,1980,3.1
FL,1981,3.35
FL,1982,3.35
FL,1983,3.35
FL,1984,3.35
FL,1985,3.35
FL,1986,3.35
FL,1987,3.35
FL,1988,3.35
FL,1989,3.35
FL,1990,3.8
FL,1991,4.25
FL,1992,4.25
FL,1993,4.25
FL,1994,4.25
FL,1995,4.25
FL,1996,4.75
FL,1997,5.15
FL,1998,5.15
FL,1999,5.15
FL,2000,5.15
FL,2001,5.15
FL,2002,5.15
FL,2003,5.15
FL,2004,5.15
FL,2005,5.15
FL,2006,6.4
FL,2007,6.67
FL,2008,6.79
FL,2009,7.25
FL,2010,7.25
FL,2011,7.25
FL,2012,7.67
FL,2013,7.79
FL,2014,7.93
FL,2015,8.05
FL,2016,8.05
FL,2017,8.1
FL,2018,8.25
FL,2019,8.46
FL,2020,8.56
FL,2021,10.0
FL,2022,10.0
FL,2023,11.0
FL,2024,12.0
FL,2025,13.0
FL,2026,14.0
GA,1968,1.6
GA,1969,1.6
GA,1970,1.6
GA,1971,1.6
GA,1972,1.6
GA,1973,1.6
GA,1974,2.0
GA,1975,2.1
GA,1976,2.3
GA,1977,2.3
GA,1978,2.65
GA,1979,2.9
GA,1980,3.1
GA,1981,3.35
GA,1982,3.35
GA,1983,3.35
GA,1984,3.35
GA,1985,3.35
GA,1986,3.35
GA,1987,3.35
GA,1988,3.35
GA,1989,3.35
GA,1990,3.8
GA,1991,4.25
GA,1992,4.25
GA,1993,4.25
GA,1994,4.25
GA,1995,4.25
GA,1996,4.75
GA,1997,5.15
GA,1998,5.15
GA,1999,5.15
GA,2000,5.15
GA,2001,5.15
GA,2002,5.15
GA,2003,5.15
GA,2004,5.15
GA,2005,5.15
GA,2006,5.15
GA,2007,5.85
GA,2008,6.55
GA,2009,7.25
GA,2010,7.25
GA,2011,7.25
GA,2012,7.25
GA,2013,7.25
GA,2014,7.25
GA,2015,7.25
GA,2016,7.25
GA,2017,7.25
GA,2018,7.25
GA,2019,7.25
GA,2020,7.25
GA,2021,7.25
GA,2022,7.25
GA,2023,7.25
GA,2024,7.25
GA,2025,7.25
GA,2026,7.25
HI,1968,1.6
HI,1969,1.6
HI,1970,1.6
HI,1971,1.6
HI,1972,1.6
HI,1973,1.6
HI,1974,2.0
HI,1975,2.1
HI,1976,2.4
HI,1977,2.4
HI,1978,2.65
HI,1979,2.9
HI,1980,3.1
HI,1981,3.35
HI,1982,3.35
HI,1983,3.35
HI,1984,3.35
HI,1985,3.35
HI,1986,3.35
HI,1987,3.35
HI,1988,3.85
HI,1989,3.85
HI,1990,3.85
HI,1991,4.25
HI,1992,4.25
HI,1993,4.25
HI,1994,5.25
HI,1995,5.25
HI,1996,5.25
HI,1997,5.25
HI,1998,5.25
HI,1999,5.25
HI,2000,5.25
HI,2001,5.25
HI,2002,5.75
HI,2003,6.25
HI,2004,6.25
HI,2005,6.25
HI,2006,6.75
HI,2007,7.25
HI,2008,7.25
HI,2009,7.25
HI,2010,7.25
HI,2011,7.25
HI,2012,7.25
HI,2013,7.25
HI,2014,7.25
HI,2015,7.75
HI,2016,8.5
HI,2017,9.25
HI,2018,10.1
HI,2019,10.1
HI,2020,10.1
HI,2021,10.1
HI,2022,12.0
HI,2023,12.0
HI,2024,14.0
HI,2025,14.0
HI,2026,16.0
IA,1968,1.6
IA,1969,1.6
IA,1970,1.6
IA,1971,1.6
IA,1972,1.6
IA,1973,1.6
IA,1974,2.0
IA,1975,2.1
IA,1976,2.3
IA,1977,2.3
IA,1978,2.65
IA,1979,2.9
IA,1980,3.1
IA,1981,3.35
IA,1982,3.35
IA,1983,3.35
IA,1984,3.35
IA,1985,3.35
IA,1986,3.35
IA,1987,3.35
IA,1988,3.35
IA,1989,3.35
IA,1990,3.8
IA,1991,4.25
IA,1992,4.65
IA,1993,4.65
IA,1994,4.65
IA,1995,4.65
IA,1996,4.75
IA,1997,5.15
IA,1998,5.15
IA,1999,5.15
IA,2000,5.15
IA,2001,5.15
IA,2002,5.15
IA,2003,5.15
IA,2004,5.15
IA,2005,5.15
IA,2006,5.15
IA,2007,5.85
IA,2008,7.25
IA,2009,7.25
IA,2010,7.25
IA,2011,7.25
IA,2012,7.25
IA,2013,7.25
IA,2014,7.25
IA,2015,7.25
IA,2016,7.25
IA,2017,7.25
IA,2018,7.25
IA,2019,7.25
IA,2020,7.25
IA,2021,7.25
IA,2022,7.25
IA,2023,7.25
IA,2024,7.25
IA,2025,7.25
IA,2026,7.25
ID,1968,1.6
ID,1969,1.6
ID,1970,1.6
ID,1971,1.6
ID,1972,1.6
ID,1973,1.6
ID,1974,2.0
ID,1975,2.1
ID,1976,2.3
ID,1977,2.3
ID,1978,2.65
ID,1979,2.9
ID,1980,3.1
ID,1981,3.35
ID,1982,3.35
ID,1983,3.35
ID,1984,3.35
ID,1985,3.35
ID,1986,3.35
ID,1987,3.35
ID,1988,3.35
ID,1989,3.35
ID,1990,3.8
ID,1991,4.25
ID,1992,4.25
ID,1993,4.25
ID,1994,4.25
ID,1995,4.25
ID,1996,4.75
ID,1997,5.15
ID,1998,5.15
ID,1999,5.15
ID,2000,5.15
ID,2001,5.15
ID,2002,5.15
ID,2003,5.15
ID,2004,5.15
ID,2005,5.15
ID,2006,5.15
ID,2007,5.85
ID,2008,6.55
ID,2009,7.25
ID,2010,7.25
ID,2011,7.25
ID,2012,7.25
ID,2013,7.25
ID,2014,7.25
ID,2015,7.25
ID,2016,7.25
ID,2017,7.25
ID,2018,7.25
ID,2019,7.25
ID,2020,7.25
ID,2021,7.25
ID,2022,7.25
ID,2023,7.25
ID,2024,7.25
ID,2025,7.25
ID,2026,7.25
IL,1968,1.6
IL,1969,1.6
IL,1970,1.6
IL,1971,1.6
IL,1972,1.6
IL,1973,1.6
IL,1974,2.0
IL,1975,2.1
IL,1976,2.3
IL,1977,2.3
IL,1978,2.65
IL,1979,2.9
IL,1980,3.1
IL,1981,3.35
IL,1982,3.35
IL,1983,3.35
IL,1984,3.35
IL,1985,3.35
IL,1986,3.35
IL,1987,3.35
IL,1988,3.35
IL,1989,3.35
IL,1990,3.8
IL,1991,4.25
IL,1992,4.25
IL,1993,4.25
IL,1994,4.25
IL,1995,4.25
IL,1996,4.75
IL,1997,5.15
IL,1998,5.15
IL,1999,5.15
IL,2000,5.15
IL,2001,5.15
IL,2002,5.15
IL,2003,5.15
IL,2004,5.5
IL,2005,6.5
IL,2006,6.5
IL,2007,6.5
IL,2008,7.5
IL,2009,7.75
IL,2010,8.0
IL,2011,8.25
IL,2012,8.25
IL,2013,8.25
IL,2014,8.25
IL,2015,8.25
IL,2016,8.25
IL,2017,8.25
IL,2018,8.25
IL,2019,8.25
IL,2020,10.0
IL,2021,11.0
IL,2022,12.0
IL,2023,13.0
IL,2024,14.0
IL,2025,15.0
IL,2026,15.0
IN,1968,1.6
IN,1969,1.6
IN,1970,1.6
IN,1971,1.6
IN,1972,1.6
IN,1973,1.6
IN,1974,2.0
IN,1975,2.1
IN,1976,2.3
IN,1977,2.3
IN,1978,2.65
IN,1979,2.9
IN,1980,3.1
IN,1981,3.35
IN,1982,3.35
IN,1983,3.35
IN,1984,3.35
IN,1985,3.35
IN,1986,3.35
IN,1987,3.35
IN,1988,3.35
IN,1989,3.35
IN,1990,3.8
IN,1991,4.25
IN,1992,4.25
IN,1993,4.25
IN,1994,4.25
IN,1995,4.25
IN,1996,4.75
IN,1997,5.15
IN,1998,5.15
IN,1999,5.15
IN,2000,5.15
IN,2001,5.15
IN,2002,5.15
IN,2003,5.15
IN,2004,5.15
IN,2005,5.15
IN,2006,5.15
IN,2007,5.85
IN,2008,6.55
IN,2009,7.25
IN,2010,7.25
IN,2011,7.25
IN,2012,7.25
IN,2013,7.25
IN,2014,7.25
IN,2015,7.25
IN,2016,7.25
IN,2017,7.25
IN,2018,7.25
IN,2019,7.25
IN,2020,7.25
IN,2021,7.25
IN,2022,7.25
IN,2023,7.25
IN,2024,7.25
IN,2025,7.25
IN,2026,7.25
KS,1968,1.6
KS,1969,1.6
KS,1970,1.6
KS,1971,1.6
KS,1972,1.6
KS,1973,1.6
KS,1974,2.0
KS,1975,2.1
KS,1976,2.3
KS,1977,2.3
KS,1978,2.65
KS,1979,2.9
KS,1980,3.1
KS,1981,3.35
KS,1982,3.35
KS,1983,3.35
KS,1984,3.35
KS,1985,3.35
KS,1986,3.35
KS,1987,3.35
KS,1988,3.35
KS,1989,3.35
KS,1990,3.8
KS,1991,4.25
KS,1992,4.25
KS,1993,4.25
KS,1994,4.25
KS,1995,4.25
KS,1996,4.75
KS,1997,5.15
KS,1998,5.15
KS,1999,5.15
KS,2000,5.15
KS,2001,5.15
KS,2002,5.15
KS,2003,5.15
KS,2004,5.15
KS,2005,5.15
KS,2006,5.15
KS,2007,5.85
KS,2008,6.55
KS,2009,7.25
KS,2010,7.25
KS,2011,7.25
KS,2012,7.25
KS,2013,7.25
KS,2014,7.25
KS,2015,7.25
KS,2016,7.25
KS,2017,7.25
KS,2018,7.25
KS,2019,7.25
KS,2020,7.25
KS,2021,7.25
KS,2022,7.25
KS,2023,7.25
KS,2024,7.25
KS,2025,7.25
KS,2026,7.25
KY,1968,1.6
KY,1969,1.6
KY,1970,1.6
KY,1971,1.6
KY,1972,1.6
KY,1973,1.6
KY,1974,2.0
KY,1975,2.1
KY,1976,2.3
KY,1977,2.3
KY,1978,2.65
KY,1979,2.9
KY,1980,3.1
KY,1981,3.35
KY,1982,3.35
KY,1983,3.35
KY,1984,3.35
KY,1985,3.35
KY,1986,3.35
KY,1987,3.35
KY,1988,3.35
KY,1989,3.35
KY,1990,3.8
KY,1991,4.25
KY,1992,4.25
KY,1993,4.25
KY,1994,4.25
KY,1995,4.25
KY,1996,4.75
KY,1997,5.15
KY,1998,5.15
KY,1999,5.15
KY,2000,5.15
KY,2001,5.15
KY,2002,5.15
KY,2003,5.15
