state,year,pct_unemployed,effective_min_wage,median_income,pct_poverty,above_federal_floor
AK,1995,7.3,4.75,47950.0,10.1,1
AK,1996,7.5,4.75,52780.0,10.6,0
AK,1997,7.0,5.25,47990.0,11.2,1
AK,1998,6.3,5.65,50690.0,10.8,1
AK,1999,6.4,5.65,51400.0,8.8,1
AK,2000,6.3,5.65,52850.0,8.5,1
AK,2001,6.3,5.65,57360.0,8.7,1
AK,2002,7.2,5.65,52770.0,9.3,1
AK,2003,7.7,7.15,51840.0,9.8,1
AK,2004,7.4,7.15,55060.0,10.0,1
AK,2005,6.9,7.15,55890.0,10.8,1
AK,2006,6.6,7.15,56420.0,10.9,1
AK,2007,6.2,7.15,62990.0,9.8,1
AK,2008,6.5,7.15,63990.0,9.2,1
AK,2009,7.8,7.25,61600.0,9.1,0
AK,2010,8.0,7.75,57850.0,11.0,1
AK,2011,7.6,7.75,57430.0,10.8,1
AK,2012,7.1,7.75,63650.0,10.8,1
AK,2013,6.9,7.75,72470.0,10.1,1
AK,2014,6.7,7.75,67630.0,11.4,1
AK,2015,6.3,8.75,75110.0,10.4,1
AK,2016,6.6,9.75,75720.0,9.9,1
AK,2017,6.6,9.8,77990.0,11.0,1
AK,2018,6.1,9.84,68730.0,11.1,1
AK,2019,5.6,9.89,78390.0,10.2,1
AK,2020,8.3,10.19,74750.0,9.6,1
AK,2021,6.4,10.34,81130.0,10.8,1
AK,2022,4.4,10.34,89740.0,10.8,1
AK,2023,4.2,10.85,98190.0,10.5,1
AK,2024,4.5,11.73,91260.0,10.3,1
AL,1995,5.9,4.25,25990.0,17.6,0
AL,1996,5.2,4.75,30300.0,16.7,0
AL,1997,5.0,5.15,31940.0,16.2,0
AL,1998,4.5,5.15,36270.0,15.7,0
AL,1999,4.7,5.15,36250.0,15.3,0
AL,2000,4.6,5.15,35420.0,14.6,0
AL,2001,5.1,5.15,35160.0,15.7,0
AL,2002,5.9,5.15,37600.0,15.4,0
AL,2003,6.0,5.15,37260.0,15.3,0
AL,2004,5.6,5.15,36630.0,16.1,0
AL,2005,4.5,5.15,37150.0,16.9,0
AL,2006,4.0,5.15,37950.0,16.6,0
AL,2007,4.1,5.85,42210.0,16.6,0
AL,2008,5.9,6.55,44480.0,15.9,0
AL,2009,9.7,7.25,39980.0,17.5,0
AL,2010,10.4,7.25,40930.0,18.9,0
AL,2011,9.6,7.25,42590.0,19.1,0
AL,2012,8.2,7.25,43460.0,19.0,0
AL,2013,7.4,7.25,47320.0,18.9,0
AL,2014,6.8,7.25,42280.0,19.2,0
AL,2015,6.1,7.25,44510.0,18.5,0
AL,2016,5.8,7.25,47220.0,17.2,0
AL,2017,4.5,7.25,50870.0,16.9,0
AL,2018,3.9,7.25,49940.0,16.8,0
AL,2019,3.2,7.25,56200.0,15.6,0
AL,2020,6.4,7.25,54690.0,14.9,0
AL,2021,3.4,7.25,56930.0,16.3,0
AL,2022,2.5,7.25,59910.0,16.2,0
AL,2023,2.5,7.25,60660.0,15.7,0
AL,2024,3.0,7.25,65560.0,15.2,0
AR,1995,4.9,4.25,25810.0,18.2,0
AR,1996,5.2,4.75,27120.0,17.6,0
AR,1997,5.1,5.15,26160.0,17.5,0
AR,1998,5.0,5.15,27670.0,16.4,0
AR,1999,4.5,5.15,29680.0,15.1,0
AR,2000,4.2,5.15,29700.0,15.0,0
AR,2001,4.7,5.15,33340.0,15.9,0
AR,2002,5.3,5.15,32390.0,16.3,0
AR,2003,5.8,5.15,32000.0,16.0,0
AR,2004,5.6,5.15,34980.0,15.6,0
AR,2005,5.3,5.15,36660.0,17.2,0
AR,2006,5.2,5.15,37060.0,17.3,0
AR,2007,5.4,6.25,40800.0,17.6,1
AR,2008,5.4,6.55,39590.0,17.3,0
AR,2009,7.7,7.25,36540.0,18.5,0
AR,2010,7.8,7.25,38590.0,18.7,0
AR,2011,7.9,7.25,41300.0,19.3,0
AR,2012,7.3,7.25,39020.0,19.6,0
AR,2013,7.0,7.25,39380.0,19.4,0
AR,2014,5.9,7.25,44920.0,18.7,0
AR,2015,5.0,7.5,42800.0,18.7,1
AR,2016,4.0,8.0,45910.0,17.2,1
AR,2017,3.7,8.5,49750.0,16.3,1
AR,2018,3.6,8.5,49780.0,16.8,1
AR,2019,3.5,9.25,54540.0,16.0,1
AR,2020,6.2,10.0,50780.0,15.2,1
AR,2021,4.0,11.0,50780.0,16.0,1
AR,2022,3.2,11.0,53980.0,16.3,1
AR,2023,3.2,11.0,63250.0,15.4,1
AR,2024,3.5,11.0,64840.0,15.3,1
AZ,1995,5.3,4.25,30860.0,16.3,0
AZ,1996,5.5,4.75,31640.0,16.3,0
AZ,1997,4.6,5.15,32740.0,15.5,0
AZ,1998,4.2,5.15,37090.0,14.9,0
AZ,1999,4.5,5.15,37000.0,12.8,0
AZ,2000,4.0,5.15,39780.0,12.5,0
AZ,2001,4.7,5.15,42700.0,13.2,0
AZ,2002,6.2,5.15,39730.0,13.6,0
AZ,2003,5.8,5.15,41170.0,13.9,0
AZ,2004,5.0,5.15,43850.0,14.6,0
AZ,2005,4.6,5.15,45250.0,14.4,0
AZ,2006,4.3,5.15,46660.0,14.2,0
AZ,2007,3.7,6.75,47220.0,14.1,1
AZ,2008,5.8,6.9,46910.0,14.7,1
AZ,2009,9.7,7.25,45740.0,16.5,0
AZ,2010,10.4,7.25,46900.0,17.6,0
AZ,2011,9.5,7.35,48620.0,19.0,1
AZ,2012,8.4,7.65,47040.0,18.7,1
AZ,2013,7.8,7.8,52610.0,18.6,1
AZ,2014,6.8,7.9,49250.0,18.2,1
AZ,2015,6.1,8.05,52250.0,17.4,1
AZ,2016,5.5,8.05,57100.0,16.4,1
AZ,2017,5.0,10.0,59700.0,14.9,1
AZ,2018,4.8,10.5,62280.0,14.1,1
AZ,2019,4.8,11.0,70670.0,13.5,1
AZ,2020,7.8,12.0,67090.0,12.8,1
AZ,2021,5.0,12.15,70820.0,12.9,1
AZ,2022,3.7,12.8,73450.0,12.5,1
AZ,2023,3.7,13.85,82660.0,12.6,1
AZ,2024,3.7,14.35,84700.0,11.9,1
CA,1995,7.9,4.25,37010.0,16.5,0
CA,1996,7.3,4.75,38810.0,16.7,0
CA,1997,6.4,5.15,39690.0,16.0,0
CA,1998,6.0,5.15,40930.0,14.9,0
CA,1999,5.3,5.15,43630.0,13.7,0
CA,2000,4.9,5.75,46820.0,12.7,1
CA,2001,5.5,6.25,47260.0,12.9,1
CA,2002,6.7,6.75,47440.0,13.3,1
CA,2003,6.9,6.75,49300.0,13.7,1
CA,2004,6.2,6.75,49220.0,13.2,1
CA,2005,5.4,6.75,51760.0,13.3,1
CA,2006,4.9,6.75,55320.0,13.1,1
CA,2007,5.3,7.5,55730.0,12.4,1
CA,2008,7.3,8.0,57010.0,13.3,1
CA,2009,11.5,8.0,56130.0,14.2,1
CA,2010,12.3,8.0,54280.0,15.8,1
CA,2011,11.7,8.0,53370.0,16.6,1
CA,2012,10.4,8.0,57020.0,17.0,1
CA,2013,9.0,8.0,60790.0,16.8,1
CA,2014,7.6,9.0,60490.0,16.4,1
CA,2015,6.2,9.0,63640.0,15.4,1
CA,2016,5.5,10.0,66640.0,14.4,1
CA,2017,4.8,10.5,70040.0,13.3,1
CA,2018,4.3,11.0,70490.0,12.8,1
CA,2019,4.1,12.0,78100.0,11.8,1
CA,2020,10.2,12.0,77650.0,11.5,1
CA,2021,7.4,13.0,81580.0,12.3,1
CA,2022,4.3,14.0,85300.0,12.2,1
CA,2023,4.7,15.5,89870.0,12.0,1
CA,2024,5.3,16.0,100600.0,11.8,1
CO,1995,4.0,4.25,40710.0,10.4,0
CO,1996,4.2,4.75,40950.0,10.5,0
CO,1997,3.4,5.15,43230.0,10.2,0
CO,1998,3.6,5.15,46600.0,9.9,0
CO,1999,3.0,5.15,48180.0,8.9,0
CO,2000,2.7,5.15,48240.0,8.9,0
CO,2001,3.8,5.15,49400.0,8.7,0
CO,2002,5.7,5.15,48290.0,9.5,0
CO,2003,6.1,5.15,49940.0,10.0,0
CO,2004,5.6,5.15,50890.0,10.2,0
CO,2005,5.1,5.15,50450.0,10.9,0
CO,2006,4.2,5.15,55700.0,11.6,0
CO,2007,3.7,6.85,61140.0,11.5,1
CO,2008,4.8,7.02,60940.0,11.2,1
CO,2009,8.0,7.28,55930.0,12.6,1
CO,2010,9.1,7.25,60230.0,13.2,0
CO,2011,8.7,7.36,58630.0,13.4,1
CO,2012,8.0,7.64,57260.0,13.6,1
CO,2013,6.7,7.78,67910.0,12.9,1
CO,2014,5.0,8.0,60940.0,12.1,1
CO,2015,3.7,8.23,66600.0,11.5,1
CO,2016,3.1,8.31,70570.0,11.0,1
CO,2017,2.6,9.3,74980.0,10.3,1
CO,2018,3.0,10.2,73030.0,9.7,1
CO,2019,2.7,11.1,72500.0,9.4,1
CO,2020,6.8,12.0,83780.0,9.0,1
CO,2021,5.5,12.32,84950.0,9.7,1
CO,2022,3.1,12.56,89930.0,9.5,1
CO,2023,3.3,13.65,96640.0,9.4,1
CO,2024,4.1,14.42,106500.0,9.6,1
CT,1995,5.3,4.27,40240.0,8.3,1
CT,1996,5.2,4.75,42120.0,9.0,0
CT,1997,4.7,5.15,43990.0,8.9,0
CT,1998,3.2,5.18,46510.0,8.7,1
CT,1999,2.5,5.18,50590.0,7.5,1
CT,2000,2.2,6.15,50170.0,7.3,1
CT,2001,2.9,6.4,53350.0,7.1,1
CT,2002,4.4,6.7,53390.0,7.8,1
CT,2003,5.5,6.9,54970.0,8.0,1
CT,2004,5.0,7.1,55100.0,9.1,1
CT,2005,4.9,7.1,56840.0,8.3,1
CT,2006,4.4,7.4,62400.0,8.3,1
CT,2007,4.5,7.65,64140.0,7.9,1
CT,2008,5.6,7.65,64680.0,9.1,1
CT,2009,8.3,8.0,64850.0,9.3,1
CT,2010,9.5,8.25,66000.0,10.1,1
CT,2011,9.0,8.25,65420.0,10.8,1
CT,2012,8.4,8.25,64250.0,10.6,1
CT,2013,8.0,8.25,69290.0,10.7,1
CT,2014,6.6,8.7,70160.0,10.8,1
CT,2015,5.6,9.15,72890.0,10.6,1
CT,2016,4.9,9.6,75920.0,9.9,1
CT,2017,4.4,10.1,74300.0,9.7,1
CT,2018,3.9,10.1,72810.0,10.3,1
CT,2019,3.6,11.0,87290.0,9.9,1
CT,2020,8.0,12.0,79430.0,9.7,1
CT,2021,6.4,13.0,80960.0,10.1,1
CT,2022,4.0,14.0,90730.0,9.8,1
CT,2023,3.2,14.0,92240.0,10.2,1
CT,2024,3.3,15.69,99240.0,10.1,1
DE,1995,4.4,4.25,34930.0,9.7,0
DE,1996,5.2,4.75,39310.0,9.8,0
DE,1997,4.1,5.15,43030.0,10.0,0
DE,1998,3.5,5.15,41460.0,9.7,0
DE,1999,3.2,5.15,46630.0,9.4,0
DE,2000,3.5,5.65,50370.0,8.7,1
DE,2001,3.5,6.15,49600.0,8.4,1
DE,2002,4.1,6.15,49650.0,9.3,1
DE,2003,4.2,6.15,49020.0,9.0,1
DE,2004,4.0,6.15,48050.0,9.6,1
DE,2005,4.1,6.15,51240.0,10.3,1
DE,2006,3.6,6.15,52440.0,10.7,1
DE,2007,3.4,6.65,54590.0,10.3,1
DE,2008,4.9,7.15,50700.0,10.3,1
DE,2009,8.2,7.25,52110.0,11.2,0
DE,2010,8.3,7.25,55210.0,11.9,0
DE,2011,7.4,7.25,54660.0,12.6,0
DE,2012,7.0,7.25,48970.0,12.7,0
DE,2013,6.5,7.25,54090.0,12.9,0
DE,2014,5.6,7.75,57520.0,13.0,1
DE,2015,4.8,8.25,57760.0,12.6,1
DE,2016,4.5,8.25,58050.0,11.8,1
DE,2017,4.4,8.25,64960.0,13.0,1
DE,2018,3.7,8.25,65010.0,12.2,1
DE,2019,3.6,9.25,74190.0,11.2,1
DE,2020,7.5,9.25,70020.0,10.9,1
DE,2021,5.5,9.25,68690.0,11.5,1
DE,2022,4.2,10.5,80750.0,10.0,1
DE,2023,3.9,11.75,86340.0,10.8,1
DE,2024,3.9,13.25,85860.0,10.1,1
FL,1995,5.6,4.25,29750.0,15.2,0
FL,1996,5.3,4.75,30640.0,14.2,0
FL,1997,4.9,5.15,32460.0,14.4,0
FL,1998,4.4,5.15,34910.0,13.6,0
FL,1999,3.9,5.15,35830.0,12.4,0
FL,2000,3.7,5.15,38860.0,11.7,0
FL,2001,4.7,5.15,36420.0,12.6,0
FL,2002,5.6,5.15,38020.0,12.8,0
FL,2003,5.3,5.15,38970.0,13.0,0
FL,2004,4.6,5.15,40540.0,11.9,0
FL,2005,3.7,5.15,42990.0,12.8,0
FL,2006,3.3,6.4,45680.0,12.6,1
FL,2007,4.0,6.67,45790.0,12.1,1
FL,2008,6.3,6.79,44860.0,13.3,1
FL,2009,10.2,7.25,45630.0,15.0,0
FL,2010,11.2,7.25,44070.0,16.5,0
FL,2011,10.2,7.25,45110.0,17.0,0
FL,2012,8.7,7.67,46070.0,17.2,1
FL,2013,7.5,7.79,48530.0,17.1,1
FL,2014,6.4,7.93,46140.0,16.6,1
FL,2015,5.5,8.05,48830.0,15.8,1
FL,2016,4.9,8.05,51180.0,14.8,1
FL,2017,4.3,8.1,53090.0,14.1,1
FL,2018,3.6,8.25,54640.0,13.7,1
FL,2019,3.2,8.46,58370.0,12.7,1
FL,2020,8.1,8.56,57760.0,12.4,1
FL,2021,4.7,10.0,59730.0,13.2,1
FL,2022,3.0,10.0,65370.0,12.7,1
FL,2023,2.9,11.0,72200.0,12.4,1
FL,2024,3.4,12.0,75630.0,12.1,1
GA,1995,4.8,4.25,34100.0,15.6,0
GA,1996,4.6,4.75,32500.0,15.3,0
GA,1997,4.5,5.15,36660.0,14.7,0
GA,1998,4.2,5.15,38670.0,14.1,0
GA,1999,3.8,5.15,39430.0,12.7,0
GA,2000,3.5,5.15,41900.0,12.3,0
GA,2001,4.0,5.15,42580.0,12.7,0
GA,2002,5.0,5.15,42940.0,13.0,0
GA,2003,4.8,5.15,42440.0,13.4,0
GA,2004,4.8,5.15,40980.0,13.7,0
GA,2005,5.3,5.15,45930.0,14.5,0
GA,2006,4.7,5.15,49340.0,14.8,0
GA,2007,4.6,5.85,48640.0,14.3,0
GA,2008,6.4,6.55,46230.0,14.7,0
GA,2009,9.9,7.25,43340.0,16.6,0
GA,2010,10.4,7.25,44120.0,18.0,0
GA,2011,10.0,7.25,45970.0,19.2,0
GA,2012,9.0,7.25,48120.0,19.2,0
GA,2013,8.1,7.25,46990.0,19.0,0
GA,2014,7.2,7.25,49560.0,18.4,0
GA,2015,6.0,7.25,50770.0,17.2,0
GA,2016,5.4,7.25,53530.0,16.1,0
GA,2017,4.8,7.25,57990.0,15.1,0
GA,2018,4.0,7.25,55820.0,14.5,0
GA,2019,3.6,7.25,56630.0,13.5,0
GA,2020,6.6,7.25,59270.0,14.0,0
GA,2021,3.9,7.25,61500.0,14.2,0
GA,2022,3.1,7.25,67730.0,12.9,0
GA,2023,3.2,7.25,72420.0,13.7,0
GA,2024,3.4,7.25,81210.0,12.8,0
HI,1995,5.5,5.25,42850.0,9.9,1
HI,1996,5.9,5.25,41770.0,11.7,1
HI,1997,5.9,5.25,40930.0,11.1,1
HI,1998,5.8,5.25,40830.0,10.5,1
HI,1999,5.2,5.25,44500.0,10.5,1
HI,2000,4.2,5.25,51550.0,9.9,1
HI,2001,4.3,5.25,47440.0,10.4,1
HI,2002,4.0,5.75,47300.0,11.0,1
HI,2003,3.9,6.25,51830.0,10.8,1
HI,2004,3.3,6.25,56240.0,9.0,1
HI,2005,2.8,6.25,59590.0,9.9,1
HI,2006,2.6,6.75,60470.0,9.4,1
HI,2007,2.7,7.25,64020.0,8.5,1
HI,2008,4.1,7.25,61520.0,9.3,1
HI,2009,6.5,7.25,55650.0,10.4,0
HI,2010,6.7,7.25,59540.0,11.1,0
HI,2011,6.7,7.25,59050.0,12.1,0
HI,2012,5.8,7.25,56260.0,11.8,0
HI,2013,4.7,7.25,64240.0,11.2,0
HI,2014,4.2,7.25,71220.0,11.5,0
HI,2015,3.4,7.75,64510.0,10.7,1
HI,2016,2.9,8.5,72130.0,9.5,1
HI,2017,2.2,9.25,73600.0,9.5,1
HI,2018,2.4,10.1,80110.0,9.0,1
HI,2019,2.5,10.1,88010.0,9.0,1
HI,2020,11.7,10.1,80830.0,8.9,1
HI,2021,6.0,10.1,82200.0,10.9,1
HI,2022,3.2,12.0,91010.0,10.0,1
HI,2023,2.9,12.0,97360.0,10.2,1
HI,2024,2.8,14.0,98240.0,10.0,1
IA,1995,3.5,4.65,35520.0,9.8,1
IA,1996,3.6,4.75,33210.0,9.5,0
IA,1997,3.1,5.15,33780.0,9.9,0
IA,1998,2.8,5.15,37020.0,9.5,0
IA,1999,2.7,5.15,41100.0,8.5,0
IA,2000,2.7,5.15,40990.0,8.3,0
IA,2001,3.3,5.15,40980.0,8.2,0
IA,2002,4.0,5.15,41050.0,9.1,0
IA,2003,4.5,5.15,41380.0,9.1,0
IA,2004,4.5,5.15,43390.0,10.5,0
IA,2005,4.3,5.15,46500.0,10.8,0
IA,2006,3.7,5.15,48130.0,11.0,0
IA,2007,3.7,5.85,48910.0,11.0,0
IA,2008,4.2,7.25,50140.0,11.4,1
IA,2009,6.5,7.25,50720.0,11.8,0
IA,2010,6.1,7.25,49020.0,12.5,0
IA,2011,5.6,7.25,50220.0,12.7,0
IA,2012,5.0,7.25,53440.0,12.7,0
IA,2013,4.7,7.25,60160.0,12.6,0
IA,2014,4.3,7.25,57810.0,12.3,0
IA,2015,3.7,7.25,60860.0,12.1,0
IA,2016,3.6,7.25,59090.0,11.7,0
IA,2017,3.1,7.25,63470.0,10.8,0
IA,2018,2.6,7.25,68720.0,11.2,0
IA,2019,2.7,7.25,66050.0,11.0,0
IA,2020,5.2,7.25,68820.0,10.2,0
IA,2021,3.9,7.25,72430.0,11.0,0
IA,2022,2.8,7.25,76320.0,11.0,0
IA,2023,3.0,7.25,80860.0,11.1,0
IA,2024,3.1,7.25,85480.0,11.2,0
ID,1995,5.5,4.25,32680.0,12.6,0
ID,1996,5.4,4.75,34710.0,11.9,0
ID,1997,5.2,5.15,33400.0,13.0,0
ID,1998,5.2,5.15,36680.0,12.6,0
ID,1999,5.0,5.15,35800.0,12.1,0
ID,2000,4.6,5.15,37610.0,11.2,0
ID,2001,5.1,5.15,38240.0,11.5,0
ID,2002,5.6,5.15,37720.0,11.7,0
ID,2003,5.6,5.15,42370.0,11.7,0
ID,2004,4.9,5.15,44360.0,11.5,0
ID,2005,4.0,5.15,44180.0,13.4,0
ID,2006,3.4,5.15,46210.0,12.8,0
ID,2007,2.9,5.85,49180.0,12.1,0
ID,2008,5.0,6.55,47420.0,12.5,0
ID,2009,9.0,7.25,46780.0,14.4,0
ID,2010,9.1,7.25,47050.0,15.8,0
ID,2011,8.4,7.25,47460.0,16.5,0
ID,2012,7.5,7.25,47920.0,16.0,0
ID,2013,6.9,7.25,48470.0,15.6,0
ID,2014,4.4,7.25,53440.0,14.8,0
ID,2015,3.9,7.25,51620.0,14.7,0
ID,2016,3.7,7.25,56560.0,13.8,0
ID,2017,3.2,7.25,59500.0,12.6,0
ID,2018,2.9,7.25,58730.0,11.7,0
ID,2019,2.9,7.25,65990.0,11.0,0
ID,2020,5.6,7.25,66730.0,10.1,0
ID,2021,3.6,7.25,76920.0,10.8,0
ID,2022,2.9,7.25,72580.0,10.5,0
ID,2023,3.2,7.25,73910.0,10.1,0
ID,2024,3.6,7.25,81650.0,10.4,0
IL,1995,5.2,4.25,38070.0,11.3,0
IL,1996,5.3,4.75,39550.0,12.0,0
IL,1997,4.8,5.15,41280.0,11.3,0
IL,1998,4.5,5.15,43180.0,10.6,0
IL,1999,4.4,5.15,46330.0,10.1,0
IL,2000,4.5,5.15,46060.0,10.0,0
IL,2001,5.4,5.15,46170.0,10.1,0
IL,2002,6.6,5.15,42710.0,11.3,0
IL,2003,6.8,5.15,45150.0,11.4,0
IL,2004,6.2,5.5,46080.0,11.9,1
IL,2005,5.7,6.5,48400.0,12.0,1
IL,2006,4.6,6.5,48670.0,12.3,1
IL,2007,5.1,6.5,52510.0,11.9,1
IL,2008,6.5,7.5,53250.0,12.2,1
IL,2009,10.0,7.75,52870.0,13.3,1
IL,2010,10.4,8.0,50730.0,13.8,1
IL,2011,9.8,8.25,50640.0,14.9,1
IL,2012,9.0,8.25,51740.0,14.7,1
IL,2013,9.1,8.25,53940.0,14.6,1
IL,2014,7.2,8.25,54920.0,14.3,1
IL,2015,6.0,8.25,60410.0,13.6,1
IL,2016,5.9,8.25,61390.0,13.0,1
IL,2017,5.0,8.25,65970.0,12.5,1
IL,2018,4.4,8.25,70150.0,12.1,1
IL,2019,4.0,8.25,74400.0,11.4,1
IL,2020,9.3,10.0,74330.0,11.0,1
IL,2021,6.1,11.0,79250.0,12.1,1
IL,2022,4.6,12.0,78020.0,11.9,1
IL,2023,4.5,13.0,87820.0,11.6,1
IL,2024,5.0,14.0,84210.0,11.5,1
IN,1995,4.4,4.25,33390.0,9.8,0
IN,1996,3.9,4.75,35150.0,9.3,0
IN,1997,3.4,5.15,38890.0,9.9,0
IN,1998,3.0,5.15,39730.0,10.0,0
IN,1999,2.9,5.15,40840.0,8.7,0
IN,2000,3.0,5.15,40870.0,8.8,0
IN,2001,4.2,5.15,40380.0,9.0,0
IN,2002,5.1,5.15,41050.0,9.6,0
IN,2003,5.2,5.15,42430.0,10.0,0
IN,2004,5.4,5.15,42330.0,11.1,0
IN,2005,5.4,5.15,42440.0,12.2,0
IN,2006,5.0,5.15,45410.0,12.5,0
IN,2007,4.6,5.85,47450.0,12.3,0
IN,2008,5.9,6.55,46520.0,12.9,0
IN,2009,10.2,7.25,44310.0,14.4,0
IN,2010,10.0,7.25,46140.0,15.3,0
IN,2011,8.9,7.25,44450.0,15.8,0
IN,2012,8.2,7.25,46160.0,15.5,0
IN,2013,7.5,7.25,49460.0,15.8,0
IN,2014,6.0,7.25,48060.0,15.2,0
IN,2015,4.8,7.25,51980.0,14.4,0
IN,2016,4.4,7.25,56090.0,14.0,0
IN,2017,3.5,7.25,58770.0,13.3,0
IN,2018,3.4,7.25,59890.0,13.0,0
IN,2019,3.3,7.25,66690.0,11.9,0
IN,2020,7.4,7.25,66810.0,11.6,0
IN,2021,3.9,7.25,70190.0,12.1,0
IN,2022,3.1,7.25,70030.0,12.5,0
IN,2023,3.4,7.25,76910.0,12.2,0
IN,2024,4.0,7.25,76710.0,12.1,0
KS,1995,4.3,4.25,30340.0,11.0,0
KS,1996,4.2,4.75,32590.0,10.8,0
KS,1997,3.8,5.15,36470.0,10.9,0
KS,1998,3.7,5.15,36710.0,10.5,0
KS,1999,3.5,5.15,37350.0,10.2,0
KS,2000,3.7,5.15,41060.0,8.9,0
KS,2001,4.3,5.15,41420.0,9.5,0
KS,2002,5.1,5.15,42620.0,10.0,0
KS,2003,5.6,5.15,44230.0,10.4,0
KS,2004,5.5,5.15,41070.0,11.1,0
KS,2005,5.1,5.15,42030.0,11.7,0
KS,2006,4.4,5.15,45550.0,12.2,0
KS,2007,4.3,5.85,48500.0,11.2,0
KS,2008,4.6,6.55,47880.0,11.3,0
KS,2009,7.0,7.25,44720.0,13.2,0
KS,2010,6.9,7.25,46050.0,13.5,0
KS,2011,6.4,7.25,46150.0,13.8,0
KS,2012,5.7,7.25,50000.0,14.0,0
KS,2013,5.3,7.25,47820.0,13.9,0
KS,2014,4.5,7.25,53440.0,13.5,0
KS,2015,4.2,7.25,54870.0,12.9,0
KS,2016,4.0,7.25,56810.0,12.2,0
KS,2017,3.6,7.25,56900.0,11.9,0
KS,2018,3.3,7.25,63940.0,11.9,0
KS,2019,3.2,7.25,73150.0,11.3,0
KS,2020,5.8,7.25,73080.0,10.6,0
KS,2021,3.4,7.25,75980.0,11.6,0
KS,2022,2.8,7.25,73040.0,11.9,0
KS,2023,2.9,7.25,84830.0,11.2,0
KS,2024,3.5,7.25,87690.0,10.9,0
KY,1995,5.4,4.25,29810.0,17.9,0
KY,1996,5.4,4.75,32410.0,17.5,0
KY,1997,5.2,5.15,33450.0,16.0,0
KY,1998,4.5,5.15,36250.0,15.3,0
KY,1999,4.5,5.15,33740.0,14.3,0
KY,2000,4.1,5.15,36270.0,13.9,0
KY,2001,5.2,5.15,38440.0,14.7,0
KY,2002,5.8,5.15,36760.0,14.8,0
KY,2003,6.2,5.15,36940.0,15.0,0
KY,2004,5.5,5.15,35610.0,16.3,0
KY,2005,5.8,5.15,36700.0,16.9,0
KY,2006,5.7,5.15,39490.0,17.0,0
KY,2007,5.4,5.85,39450.0,17.2,0
KY,2008,6.5,6.55,41150.0,17.3,0
KY,2009,10.6,7.25,42660.0,18.4,0
KY,2010,10.3,7.25,41100.0,18.9,0
KY,2011,9.4,7.25,39860.0,19.1,0
